KEGG_ID	Outdegree	Indegree	Betweenness	HBLC	Closeness	OCCI
C00036	4	4	20518.1287559094	2564.76609448867	5.88100376972342e-06	0.000135795763172189
C00037	7	6	23038.9042498223	1772.22340383249	5.85874564255793e-06	0.000124843945068664
C00039	7	7	21	1.5	5.7824525694328e-06	9.74468914441629e-05
C00040	4	0	0	0	5.83433975694141e-06	0.000114626318202659
C00041	3	1	7222.86795366054	1805.71698841514	5.81486628714973e-06	0.000107550010755001
C00043	4	3	3848	549.714285714286	5.66100754612306e-06	7.1571714858288e-05
C00044	11	5	24003.424034067	1500.21400212919	5.86176779193069e-06	0.000126230749810654
C00046	5	4	1815.20736783753	201.689707537503	5.80527932101453e-06	0.00010436234606554
C00047	3	1	24	6	5.65217637051147e-06	7.01852891633913e-05
C00048	2	2	5841	1460.25	5.86727060438754e-06	0.000128832775057975
C00049	11	6	35945.6896224734	2114.45233073373	5.8803121269677e-06	0.000135427952329361
C00051	1	0	0	0	5.81189229401201e-06	0.000106541657788195
C00052	1	2	9	3	5.71294725235802e-06	8.08668930939673e-05
C00054	0	1	0	0	5.76206143509902e-06	9.19624793084422e-05
C00055	2	2	3668.85767396504	917.214418491261	5.76571590011474e-06	9.29022668153103e-05
C00058	2	2	3425.67375389639	856.418438474098	5.86968133500032e-06	0.000130005200208008
C00060	0	1	0	0	5.82014585285507e-06	0.000109385254867644
C00061	1	1	0	0	5.59437429720673e-06	6.22045284896741e-05
C00062	2	0	0	0	5.5325952851223e-06	5.53342186808322e-05
C00063	5	0	0	0	5.79679900758801e-06	0.000101688021151108
C00064	7	4	21616.6189187735	1965.14717443396	5.87416366594806e-06	0.000132240148108966
C00065	4	3	19932.8545840674	2847.55065486677	5.86775259207971e-06	0.000129065565307176
C00068	4	4	4963.62376793075	620.452970991344	5.84484280295281e-06	0.000118821292775665
C00071	0	3	0	0	5.87037047908093e-06	0.000130344108446298
C00072	2	0	0	0	6.90985199788006e-07	0
C00073	3	2	16096.7497598379	3219.34995196758	5.82937421667784e-06	0.000112739571589628
C00074	3	3	8635.91642974053	1439.31940495675	5.86727060438754e-06	0.000128832775057975
C00075	4	0	0	0	5.79391059995944e-06	0.000100806451612903
C00077	2	2	9980.78939191282	2495.19734797821	5.81263550706526e-06	0.000106791969243913
C00078	1	0	0	0	6.90410815147337e-07	0
C00079	4	4	8897.13872623206	1112.14234077901	5.8693368236323e-06	0.000129836406128278
C00080	1	0	0	0	6.90410815147337e-07	0
C00082	5	3	7405.17238374607	925.646547968259	5.86899235270296e-06	0.000129668049792531
C00083	1	5	10366	1727.66666666667	5.82984999795955e-06	0.000112917795844625
C00084	2	5	5696.32915018447	813.761307169211	5.87092191086766e-06	0.000130616509926855
C00085	3	2	9961.77434936676	1992.35486987335	5.8449111281263e-06	0.000118849536486808
C00088	1	1	0	0	5.80898882931448e-06	0.000105574324324324
C00089	2	0	0	0	5.71771634409217e-06	8.18330605564648e-05
C00091	4	5	1014.4727137957	112.719190421745	5.83631471743482e-06	0.000115393491807062
C00092	0	4	0	0	5.78325516300105e-06	9.76753272123462e-05
C00093	5	2	3064.86007887865	437.837154125521	5.84579950076872e-06	0.000119217930376729
C00094	4	4	5683.05326146629	710.381657683286	5.85387555831338e-06	0.000122669283611384
C00095	4	2	8580.91417943768	1430.15236323961	5.78285383836923e-06	9.75609756097561e-05
C00096	1	1	0	0	6.90410815147337e-07	0
C00097	5	7	34430.6433006768	2869.2202750564	5.88792915643639e-06	0.000139586823003908
C00099	2	2	7675.59406204234	1918.89851551058	5.84826101958583e-06	0.00012025012025012
C00100	1	2	501.270944458962	167.090314819654	5.86059977378085e-06	0.00012569130216189
C00101	9	10	72244.2077591232	3802.32672416438	5.87140449867013e-06	0.000130855796911803
C00103	3	4	9985.33333333334	1426.47619047619	5.78278695634574e-06	9.75419430355053e-05
C00105	5	7	47191.5783661645	3932.63153051371	5.78472716334334e-06	9.80969197567196e-05
C00106	2	4	2745.82505930548	457.637509884246	5.78727147511763e-06	9.8833761612967e-05
C00109	3	3	11065.5925345061	1844.26542241768	5.88072709309779e-06	0.000135648399348888
C00111	4	4	8019.88145229681	1002.4851815371	5.8512723591745e-06	0.000121536217792902
C00112	3	2	10354.8305626574	2070.96611253147	5.81040643793033e-06	0.000106044538706257
C00114	0	1	0	0	5.77911082600831e-06	9.65064659332175e-05
C00116	1	1	0	0	5.7737720630265e-06	9.50389659760502e-05
C00117	3	6	35451.509429312	3939.05660325689	5.84915041090282e-06	0.000120627261761158
C00118	8	8	137951.588448359	8621.97427802246	5.88876129906074e-06	0.000140056022408964
C00119	5	5	22967.3953943402	2296.73953943402	5.83849553647016e-06	0.000116252034410602
C00120	2	1	1518	506	5.75682039296056e-06	9.06453952139231e-05
C00121	1	0	0	0	5.77724113626779e-06	9.59877135726627e-05
C00122	2	3	5400.20170859513	1080.04034171903	5.81256793438773e-06	0.000106769165065129
C00123	1	0	0	0	6.90410815147337e-07	0
C00129	1	2	4961.45476190476	1653.81825396825	5.5259304285359e-06	5.46746856205577e-05
C00130	4	2	15554.3651121903	2592.39418536506	5.85627529178892e-06	0.000123731749566939
C00131	8	8	10186.9059133617	636.681619585106	5.85408117268954e-06	0.000122759636631476
C00133	3	1	5230.94415104806	1307.73603776202	5.75516382073816e-06	9.02364194188775e-05
C00134	2	2	4410	1102.5	5.66562608000997e-06	7.23170378941279e-05
C00135	1	1	1404	702	5.66107164086161e-06	7.15819613457409e-05
C00136	5	5	20154.0316040302	2015.40316040302	5.83890462149301e-06	0.000116414435389988
C00140	1	0	0	0	5.68501600332005e-06	7.56086496295176e-05
C00141	2	2	10136.229004329	2534.05725108225	5.82964608218635e-06	0.000112841345068833
C00143	2	2	2109.34329855034	527.335824637584	5.84826101958583e-06	0.00012025012025012
C00144	1	4	13972.0411201592	2794.40822403184	5.82387439067714e-06	0.000110717449069973
C00147	3	4	7903.10998010432	1129.01571144347	5.81926525956833e-06	0.000109075043630017
C00148	3	3	8025	1337.5	5.7431326491348e-06	8.73667656823344e-05
C00149	3	2	5577.20170859514	1115.44034171903	5.84915041090282e-06	0.000120627261761158
C00151	1	0	0	0	5.81189229401201e-06	0.000106541657788195
C00152	3	1	2090	522.5	5.80777428666012e-06	0.0001051745898191
C00153	0	2	0	0	5.76611484947557e-06	9.30059523809524e-05
C00155	1	3	19936.5775936626	4984.14439841566	5.87085297622892e-06	0.000130582397492818
C00158	1	1	0	0	5.75516382073816e-06	9.02364194188775e-05
C00159	4	0	0	0	5.69732396693273e-06	7.78452436556127e-05
C00160	1	2	1512	504	5.79511935048302e-06	0.000101173613921489
C00162	1	0	0	0	5.84696162639085e-06	0.000119703136222169
C00163	1	0	0	0	5.79955575402924e-06	0.000102543068088597
C00164	1	4	4752.09523809524	950.419047619048	5.82937421667784e-06	0.000112739571589628
C00166	4	4	19468.3887262321	2433.54859077901	5.86919903040832e-06	0.000129769011160135
C00167	0	1	0	0	5.64458317575539e-06	6.90321689907497e-05
C00169	2	3	917.595283384151	183.51905667683	5.83168588207165e-06	0.000113610543058396
C00170	2	2	8254	2063.5	5.73253154325482e-06	8.49762066621346e-05
C00178	1	1	0	0	5.74451829341851e-06	8.76885303402315e-05
C00179	1	1	1516	758	5.59844587142609e-06	6.27116518249091e-05
C00180	0	1	0	0	5.82014585285507e-06	0.000109385254867644
C00181	1	1	1514	757	5.72000572000572e-06	8.23045267489712e-05
C00183	1	0	0	0	6.90410815147337e-07	0
C00185	0	1	0	0	5.57764924394964e-06	6.01974476282206e-05
C00186	1	1	0	0	5.85366995838041e-06	0.000122579063495955
C00188	5	2	14304.0850006623	2043.44071438033	5.86080586080586e-06	0.000125786163522013
C00189	3	1	795.13992112135	198.784980280337	5.80352738394396e-06	0.000103799045048786
C00192	1	0	0	0	5.80898882931448e-06	0.000105574324324324
C00194	0	2	0	0	5.52385476681047e-06	5.44721647238261e-05
C00197	5	5	7258.95227729173	725.895227729173	5.82631747603927e-06	0.000111607142857143
C00199	2	2	3562.09093981593	890.522734953982	5.81804641637431e-06	0.000108648413733159
C00204	3	3	4342	723.666666666667	5.79505218444492e-06	0.000101153145862836
C00206	1	4	5171.44782922732	1034.28956584546	5.86307377505731e-06	0.000126839167935058
C00208	3	0	0	0	5.71830486570561e-06	8.1953778069169e-05
C00212	3	0	0	0	5.76618134640334e-06	9.30232558139535e-05
C00214	1	1	0	0	5.74451829341851e-06	8.76885303402315e-05
C00217	2	2	8377.33834929537	2094.33458732384	5.84327176472651e-06	0.000118175372252423
C00221	1	0	0	0	5.71778172940026e-06	8.18464560484531e-05
C00222	1	1	0	0	5.7764402109556e-06	9.57670944263551e-05
C00226	2	0	0	0	5.8370641901949e-06	0.00011568718186025
C00227	2	2	2693.26926641612	673.31731660403	5.83529301923896e-06	0.000114995400183993
C00229	1	1	19350	9675	5.83120980109743e-06	0.000113430127041742
C00231	2	4	8039.3373560816	1339.88955934693	5.83720047865044e-06	0.000115740740740741
C00232	1	2	1512	504	5.77657368308561e-06	9.58037938302357e-05
C00233	0	1	0	0	5.80844896987158e-06	0.00010539629005059
C00234	4	3	2818.99180279831	402.713114685473	5.83563354555587e-06	0.000115127791848952
C00235	1	2	4961.45476190476	1653.81825396825	5.5259304285359e-06	5.46746856205577e-05
C00236	2	2	3344.27155463456	836.067888658641	5.81655741232994e-06	0.000108131487889273
C00237	7	7	11172.5516735734	798.039405255243	5.8441596390647e-06	0.000118539592223803
C00239	2	2	7767.30463655988	1941.82615913997	5.78887956236071e-06	9.9304865938431e-05
C00242	4	3	4835.98310940653	690.854729915219	5.81940071811405e-06	0.000109122653862942
C00245	1	0	0	0	5.81189229401201e-06	0.000106541657788195
C00246	3	3	1529.17180362681	254.861967271135	5.77203908824871e-06	9.45715906941555e-05
C00250	1	0	0	0	6.92712182936975e-07	0
C00251	4	2	16320.1571428571	2720.02619047619	5.80002668012273e-06	0.000102690490860546
C00253	0	2	0	0	5.76897560300218e-06	9.37558597412338e-05
C00254	2	2	35.0714285714286	8.76785714285714	5.79854688415083e-06	0.000102228583111838
C00255	1	1	2112	1056	5.66190500455783e-06	7.17154331612163e-05
C00256	1	0	0	0	5.83917737669117e-06	0.000116522955022139
C00258	2	2	1828.24222587586	457.060556468964	5.8478506225037e-06	0.000120076849183477
C00262	1	3	3199.42149959661	799.855374899152	5.81831722629181e-06	0.000108742931709439
C00263	2	2	1482	370.5	5.6701235519922e-06	7.30566919929866e-05
C00266	0	1	0	0	5.66434239816928e-06	7.21084511104702e-05
C00267	2	2	7153.60106386653	1788.40026596663	5.73279445065497e-06	8.50340136054422e-05
C00269	2	1	68	22.6666666666667	5.69472838992944e-06	7.73634535045644e-05
C00270	1	0	0	0	5.52776319062491e-06	5.48546352166758e-05
C00275	1	4	3790	758	5.76724550587394e-06	9.33009889904833e-05
C00279	2	3	5499.06674281308	1099.81334856262	5.8544924447775e-06	0.000122940742562085
C00282	0	1	0	0	6.90410815147337e-07	0
C00283	4	3	1291.9118670105	184.558838144357	5.82577439106093e-06	0.000111408199643494
C00286	7	2	5935.29515144477	659.477239049419	5.85408117268954e-06	0.000122759636631476
C00288	4	0	0	0	5.82774355597256e-06	0.00011213276519399
C00294	2	1	1184.09137137796	394.697123792652	5.76618134640334e-06	9.30232558139535e-05
C00295	2	2	3629.7	907.425	5.77904403053647e-06	9.6487842531841e-05
C00299	2	2	6110.2994503747	1527.57486259368	5.75350820162594e-06	8.98311174991017e-05
C00301	1	0	0	0	5.77704088411834e-06	9.59324635456639e-05
C00302	0	1	0	0	5.82014585285507e-06	0.000109385254867644
C00310	1	1	1338.93109681388	669.465548406941	5.77044034230252e-06	9.41442289587648e-05
C00311	2	2	4341	1085.25	5.82665695557174e-06	0.000111731843575419
C00314	1	0	0	0	6.92712182936975e-07	0
C00315	1	1	0	0	5.66511253746056e-06	7.22334585379948e-05
C00320	1	1	0	0	5.85312176249203e-06	0.000122339124051872
C00327	1	2	75.3333333333333	25.1111111111111	5.81378448300921e-06	0.000107181136120043
C00329	1	0	0	0	5.74788621484449e-06	8.84799150592815e-05
C00330	1	0	0	0	5.7660483540815e-06	9.29886553840431e-05
C00332	4	2	18874.5577064371	3145.75961773952	5.83025787230569e-06	0.000113071008593397
C00334	1	2	1036.5	345.5	5.8473035159836e-06	0.000119846596356663
C00337	2	1	763.7	254.566666666667	5.76564941392174e-06	9.28850083596507e-05
C00341	1	1	0	0	5.52330558792826e-06	5.44188071397475e-05
C00342	3	1	3080.43247160034	770.108117900085	5.8120949696318e-06	0.000106609808102345
C00343	1	3	2437.88964597633	609.472411494083	5.8120949696318e-06	0.000106609808102345
C00344	1	0	0	0	5.62641715382062e-06	6.64098817904104e-05
C00352	2	3	10793.8953139626	2158.77906279252	5.81926525956833e-06	0.000109075043630017
C00353	0	1	0	0	5.52330558792826e-06	5.44188071397475e-05
C00354	2	2	2578.5650108956	644.6412527239	5.83795017893317e-06	0.000116036203295428
C00356	1	1	0	0	5.82760770875948e-06	0.000112082492714638
C00357	2	3	4402	880.4	5.75483262069323e-06	9.01550667147494e-05
C00360	1	1	0	0	5.80123798418583e-06	0.00010307153164296
C00361	2	3	40457.7098779275	8091.54197558551	5.8627300388699e-06	0.000126678489992399
C00362	1	1	0	0	5.80069956436746e-06	0.000102901831652603
C00363	0	1	0	0	5.76817696766937e-06	9.35453695042096e-05
C00364	1	1	646.647174621315	323.323587310657	5.81642208611795e-06	0.000108084738434933
C00365	3	3	12216.0520104122	2036.00866840203	5.82123002590447e-06	0.000109769484083425
C00369	2	1	1167.5	389.166666666667	5.71255562601041e-06	8.07884957182097e-05
C00376	0	1	0	0	5.79975757013357e-06	0.000102606197414324
C00378	1	1	0	0	5.77290544558171e-06	9.48047023132347e-05
C00380	1	1	0	0	5.74451829341851e-06	8.76885303402315e-05
C00385	3	5	4018.56570121016	502.32071265127	5.81845264070473e-06	0.000108790252393386
C00387	2	0	0	0	5.76611484947557e-06	9.30059523809524e-05
C00392	2	0	0	0	5.69693447955655e-06	7.77725929382486e-05
C00402	0	1	0	0	5.8074370038271e-06	0.000105064089094348
C00407	1	0	0	0	6.90410815147337e-07	0
C00409	0	1	0	0	5.76618134640334e-06	9.30232558139535e-05
C00415	0	1	0	0	5.80029581508657e-06	0.000102774922918808
C00416	2	2	98	24.5	5.76412065457354e-06	9.24898261191269e-05
C00417	1	1	0	0	5.75516382073816e-06	9.02364194188775e-05
C00424	0	1	0	0	6.90410815147337e-07	0
C00429	1	0	0	0	6.92712182936975e-07	0
C00431	0	2	0	0	5.60616678346181e-06	6.36942675159236e-05
C00433	1	0	0	0	5.84696162639085e-06	0.000119703136222169
C00437	3	1	1158	289.5	5.81168963252686e-06	0.000106473594548552
C00438	1	2	58.4	19.4666666666667	5.81405489630633e-06	0.00010727311735679
C00440	5	4	6661.28447307075	740.142719230083	5.8470983774302e-06	0.000119760479041916
C00441	3	2	6111.50738123038	1222.30147624608	5.7393091019703e-06	8.64902266043937e-05
C00445	1	2	1512	504	5.80608826415379e-06	0.000104624398409709
C00446	1	0	0	0	5.71288197757123e-06	8.08538163001294e-05
C00447	1	1	0	0	5.8308697908467e-06	0.000113301608882846
C00448	3	1	10154.9095238095	2538.72738095238	5.58824679933165e-06	6.14552605703048e-05
C00455	1	0	0	0	5.68721457291862e-06	7.5999392004864e-05
C00458	7	1	34.4444444444444	4.30555555555556	5.79693342221965e-06	0.000101729399796541
C00459	7	0	0	0	5.7824525694328e-06	9.74468914441629e-05
C00460	1	0	0	0	5.74980306924488e-06	8.89363215937389e-05
C00469	2	0	0	0	5.8370641901949e-06	0.00011568718186025
C00473	1	0	0	0	5.79975757013357e-06	0.000102606197414324
C00475	3	2	8752.76819860521	1750.55363972104	5.75350820162594e-06	8.98311174991017e-05
C00479	1	0	0	0	6.91559584428015e-07	0
C00491	1	0	0	0	5.86066846784544e-06	0.000125722906713603
C00492	1	0	0	0	5.71765096027948e-06	8.18196694485354e-05
C00493	2	2	2898	724.5	5.59387358964462e-06	6.2142679592344e-05
C00498	2	2	1197.5	299.375	5.71255562601041e-06	8.07884957182097e-05
C00499	1	0	0	0	6.90410815147337e-07	0
C00506	2	0	0	0	5.86637569443222e-06	0.000128402670775552
C00512	0	1	0	0	5.83325069561515e-06	0.000114207400639561
C00522	2	1	2970.55281385281	990.184271284271	5.7793112216886e-06	9.65623792970259e-05
C00526	2	1	2664.26383764258	888.087945880861	5.78058071713884e-06	9.69180073657686e-05
C00527	0	1	0	0	5.83325069561515e-06	0.000114207400639561
C00534	1	1	0	0	6.92712182936975e-07	0
C00546	0	2	0	0	5.77937802333713e-06	9.65810314854163e-05
C00555	1	0	0	0	5.84696162639085e-06	0.000119703136222169
C00559	2	1	2079	693	5.76611484947557e-06	9.30059523809524e-05
C00568	1	1	1444.15714285714	722.078571428571	5.73917734631918e-06	8.64603147155456e-05
C00577	1	1	36527.2401753678	18263.6200876839	5.86740830707668e-06	0.000128899200824955
C00606	3	2	4434.99969878856	886.999939757712	5.86878568955297e-06	0.000129567245400363
C00620	2	0	0	0	5.79008621438373e-06	9.96611520829181e-05
C00624	1	1	6743.99261876963	3371.99630938482	5.81087912790326e-06	0.000106202209005947
C00627	0	1	0	0	6.92712182936975e-07	0
C00630	1	0	0	0	5.76784426820476e-06	9.34579439252337e-05
C00631	3	3	3536.63006786251	589.438344643752	5.8014399173875e-06	0.000103135313531353
C00636	1	1	0	0	6.90410815147337e-07	0
C00637	1	0	0	0	5.84696162639085e-06	0.000119703136222169
C00641	2	1	20	6.66666666666667	5.69433925734427e-06	7.72916988715412e-05
C00644	1	2	2274	758	5.76697942918438e-06	9.3231400335633e-05
C00645	0	2	0	0	5.59374842675826e-06	6.21272365805169e-05
C00647	1	1	0	0	6.92712182936975e-07	0
C00655	3	3	2207.43682980767	367.906138301278	5.80372947656164e-06	0.00010386373078521
C00663	1	1	184.003025822316	92.0015129111582	5.70323772805822e-06	7.89639924194567e-05
C00666	1	2	1530	510	5.65192080528568e-06	7.01459034792368e-05
C00668	2	5	17318.3099138505	2474.04427340721	5.7868026179495e-06	9.86971969996052e-05
C00670	1	0	0	0	5.77911082600831e-06	9.65064659332175e-05
C00671	0	1	0	0	5.75900852909163e-06	9.11909538573773e-05
C00672	1	1	11738.9771043564	5869.48855217818	5.79747114308739e-06	0.000101895251681272
C00673	1	2	5392.98285938245	1797.66095312748	5.83379517545139e-06	0.00011441647597254
C00680	3	2	4570	914	5.72066016418295e-06	8.24402308326463e-05
C00681	1	3	64	16	5.77563950768449e-06	9.55474871010892e-05
C00689	2	1	14.6666666666667	4.88888888888889	5.71823946843246e-06	8.19403474270731e-05
C00692	1	1	16104.6577291403	8052.32886457017	5.78205135618015e-06	9.73330737784699e-05
C00705	1	3	8138.75623680099	2034.68905920025	5.80993382485373e-06	0.000105887335874629
C00718	2	3	37.6666666666667	7.53333333333333	5.71268616216031e-06	8.08146112817197e-05
C00725	1	0	0	0	6.90984722327789e-07	0
C00726	1	0	0	0	5.82014585285507e-06	0.000109385254867644
C00748	1	1	0	0	6.92133966682055e-07	0
C00750	1	1	0	0	5.66511253746056e-06	7.22334585379948e-05
C00760	1	2	30	10	5.64483807781974e-06	6.90703135792236e-05
C00763	2	1	2199	733	5.67398421497591e-06	7.37028301886792e-05
C00794	4	0	0	0	5.71294725235802e-06	8.08668930939673e-05
C00804	0	1	0	0	5.84696162639085e-06	0.000119703136222169
C00817	2	2	1	0.25	5.72432782080564e-06	8.32085205525046e-05
C00818	0	1	0	0	5.84696162639085e-06	0.000119703136222169
C00819	1	1	0	0	5.83938195981337e-06	0.00011660447761194
C00826	1	0	0	0	5.79841239468633e-06	0.000102186797465767
C00831	1	0	0	0	5.75655527732205e-06	9.05797101449275e-05
C00853	1	0	0	0	5.45949870882856e-06	4.87995315244974e-05
C00857	1	1	705	352.5	5.68727926247363e-06	7.6010945576163e-05
C00860	1	1	3495	1747.5	5.72996945926278e-06	8.44166807361134e-05
C00862	1	1	0	0	5.81446056342123e-06	0.000107411385606874
C00864	1	1	10477.6468758952	5238.82343794758	5.78827642492895e-06	9.91276764472641e-05
C00877	3	3	4659.81383077401	776.635638462335	5.7722389937833e-06	9.46252838758516e-05
C00881	1	0	0	0	5.71732406364525e-06	8.17527795945062e-05
C00882	1	1	16397.8063225663	8198.90316128316	5.77750816073028e-06	9.60614793467819e-05
C00886	0	1	0	0	5.74359445628263e-06	8.74737578726382e-05
C00900	1	1	1849.24242424244	924.621212121221	5.84183807593221e-06	0.000117591721542803
C00906	1	0	0	0	6.92712182936975e-07	0
C00921	1	1	61.1571428571429	30.5785714285714	5.80191114953266e-06	0.000103284445362528
C00931	1	0	0	0	6.90410815147337e-07	0
C00944	0	1	0	0	5.7425390061962e-06	8.72295882763433e-05
C00954	0	2	0	0	5.8609432602083e-06	0.000125849484017116
C00957	4	3	22845.9722815165	3263.71032593093	5.88100376972342e-06	0.000135795763172189
C00966	1	2	2852.55281385281	950.850937950938	5.76544996454248e-06	9.28332714444857e-05
C00969	1	0	0	0	6.91559584428015e-07	0
C00979	2	0	0	0	5.83188994057304e-06	0.00011368804001819
C00988	1	0	0	0	5.72432782080564e-06	8.32085205525046e-05
C00989	1	0	0	0	5.70623177572227e-06	7.95418390073178e-05
C00993	1	1	3254.94415104807	1627.47207552403	5.71810867837354e-06	8.1913499344692e-05
C01001	1	1	0	0	5.81446056342123e-06	0.000107411385606874
C01024	0	1	0	0	6.90410815147337e-07	0
C01050	1	2	6807	2269	5.71301252863647e-06	8.08799741184083e-05
C01077	1	0	0	0	5.82129780013156e-06	0.000109793588054458
C01079	0	1	0	0	6.90410815147337e-07	0
C01081	0	1	0	0	5.72832830195164e-06	8.40618695359785e-05
C01083	1	0	0	0	5.71804328558767e-06	8.19000819000819e-05
C01089	1	0	0	0	5.75774849003046e-06	9.08760450745184e-05
C01094	2	3	7044.59943171144	1408.91988634229	5.8329104473259e-06	0.000114077116130504
C01096	1	3	2537.47641629192	634.369104072981	5.76717898439978e-06	9.32835820895522e-05
C01097	2	0	0	0	5.78031340859301e-06	9.68429207824908e-05
C01099	1	0	0	0	6.90410815147337e-07	0
C01100	2	1	4879	1626.33333333333	5.80022852900404e-06	0.00010275380189067
C01101	1	0	0	0	5.76538348448247e-06	9.28160386114721e-05
C01102	1	1	0	0	5.78854447049289e-06	9.92063492063492e-05
C01103	2	1	5037.02624659085	1679.00874886362	5.78867850258464e-06	9.92457324335054e-05
C01118	1	1	0	0	5.60233505325019e-06	6.32031348754898e-05
C01127	1	0	0	0	5.86685753509848e-06	0.000128633907898122
C01134	1	2	16279.8063225663	5426.60210752211	5.81926525956833e-06	0.000109075043630017
C01137	1	2	5873.5	1957.83333333333	5.69284807496342e-06	7.70178681454097e-05
C01142	0	1	0	0	5.58481377438469e-06	6.10426077402027e-05
C01144	2	3	1980.38076082721	396.076152165441	5.83440783677661e-06	0.000114652602614079
C01146	0	1	0	0	5.77577294281407e-06	9.55840183521315e-05
C01149	1	0	0	0	5.84696162639085e-06	0.000119703136222169
C01151	0	1	0	0	6.95593139225749e-07	0
C01157	1	1	0	0	5.67372667389121e-06	7.36593989393047e-05
C01170	1	1	0	0	5.5936232694728e-06	6.2111801242236e-05
C01172	1	5	6691.63670823114	1115.27278470519	5.77203908824871e-06	9.45715906941555e-05
C01179	4	4	5242.10301194634	655.262876493293	5.86768373184685e-06	0.000129032258064516
C01181	0	1	0	0	5.84696162639085e-06	0.000119703136222169
C01185	2	1	5058.65787545787	1686.21929181929	5.75675411176162e-06	9.06289650172195e-05
C01209	3	1	10484	2621	5.8325702387271e-06	0.000113947128532361
C01212	2	1	8303	2767.66666666667	5.77744140230058e-06	9.60430272762197e-05
C01217	2	0	0	0	5.84252069712957e-06	0.000117868929750118
C01228	0	1	0	0	5.71895892071807e-06	8.20883270398949e-05
C01233	1	0	0	0	5.77911082600831e-06	9.65064659332175e-05
C01242	2	2	1	0.25	5.82272142353893e-06	0.000110302228105008
C01250	2	2	4077.99261876958	1019.49815469239	5.74161580551999e-06	8.70170553428472e-05
C01251	0	1	0	0	5.85038232248477e-06	0.000121153380179307
C01267	2	2	4553.06332983667	1138.26583245917	5.8074370038271e-06	0.000105064089094348
C01268	1	1	0	0	5.72970681090249e-06	8.43597098025983e-05
C01269	2	2	8646	2161.5	5.72990379491528e-06	8.44024307900067e-05
C01279	1	1	2137.44729486695	1068.72364743347	5.66941633358846e-06	7.29394602479942e-05
C01300	2	1	14	4.66666666666667	5.73358331756598e-06	8.52079072937969e-05
C01304	1	1	2097	1048.5	5.80056497502857e-06	0.00010285949393129
C01346	1	3	2232.72469928454	558.181174821134	5.80568376440535e-06	0.000104493207941484
C01401	0	1	0	0	5.82014585285507e-06	0.000109385254867644
C01412	1	0	0	0	5.83631471743482e-06	0.000115393491807062
C01419	2	1	838.858108109989	279.619369369996	5.83318264278173e-06	0.000114181319936058
C01451	1	0	0	0	5.71804328558767e-06	8.19000819000819e-05
C01528	0	1	0	0	5.74689523984667e-06	8.82456759618779e-05
C01613	1	0	0	0	5.71765096027948e-06	8.18196694485354e-05
C01672	1	0	0	0	5.66511253746056e-06	7.22334585379948e-05
C01697	3	0	0	0	6.91560540938655e-07	0
C01762	2	0	0	0	5.76611484947557e-06	9.30059523809524e-05
C01801	1	0	0	0	5.77724113626779e-06	9.59877135726627e-05
C01909	1	1	0	0	5.68695582941407e-06	7.59532128209023e-05
C01929	1	1	0	0	5.66094345283585e-06	7.156147130385e-05
C01931	0	1	0	0	5.58481377438469e-06	6.10426077402027e-05
C01962	0	1	0	0	5.86066846784544e-06	0.000125722906713603
C02047	0	1	0	0	6.90410815147337e-07	0
C02051	2	1	4187.56951637419	1395.85650545806	5.843613222928e-06	0.000118315191670611
C02091	0	1	0	0	6.90410815147337e-07	0
